idx,filename,subclass,intervals,question
2238,206505.mp3,Thud,"[0.00-3.49, 19.93-27.51]",What time ranges correspond to occurrences of the event 'thud'?
2239,206552.mp3,Announcement,[0.00-1.48],What time ranges correspond to occurrences of the sound 'announcement'?
2240,206552.mp3,Footsteps,[2.18-3.83],Show the time intervals in which the event 'footsteps' is active.
2241,206552.mp3,Human Speech,"[0.00-1.48, 6.97-8.70, 10.24-12.64, 14.16-15.47]",In which ranges does the sound 'human speech' occur?
2242,206552.mp3,Machine sounds,[4.62-15.47],What time ranges contain occurrences of the sound 'machine sounds'?
2243,206552.mp3,Squeaking,[6.18-6.65],Provide all time ranges where the audio event 'squeaking' is present.
2244,206601.mp3,Announcement,[21.36-22.50],List all time intervals during which the sound 'announcement' appears.
2245,206601.mp3,Atmospheric Sounds,[21.27-23.06],Identify all time segments where sound type 'atmospheric sounds' takes place.
2246,206601.mp3,Car driving by,[0.60-5.41],Identify the time periods containing occurrences of the event 'car driving by'.
2247,206601.mp3,Clapping,[15.99-19.24],What are the time periods when sound type 'clapping' takes place?
2248,206601.mp3,Footsteps,[0.00-18.12],Provide all time ranges where the 'footsteps' sound is present.
2249,206601.mp3,Human Speech,"[0.02-1.41, 9.90-12.81, 15.33-18.60, 22.36-26.39]",Give all intervals that contain the event 'human speech'.
2250,206601.mp3,Shouting,[5.21-8.97],Give all intervals that contain the audio event 'shouting'.
2251,206601.mp3,Train sound,[0.68-26.39],Specify the time ranges in which the sound 'train sound' is detected.
2252,206601.mp3,Vehicle engine,[10.43-20.50],Give all intervals that contain the 'vehicle engine' sound.
2253,20689.mp3,Alarm sound,[9.71-10.85],In which time segments does the audio event 'alarm sound' happen?
2254,20689.mp3,Announcement,[14.83-16.71],What are the time periods when the 'announcement' sound takes place?
2255,20689.mp3,Distant Sounds,[12.71-14.60],Show the time intervals in which the sound 'distant sounds' is active.
2256,20689.mp3,Ship_Boat sound,[0.01-16.71],Identify every interval in which sound type 'ship_boat sound' takes place.
2257,207117.mp3,Bell Ringing,"[0.00-4.17, 21.73-25.94]",Show the time intervals in which the event 'bell ringing' is active.
2258,207117.mp3,Doorbell,[12.01-16.81],During which intervals can the event 'doorbell' be heard?
2259,207146.mp3,Human Speech,"[0.04-2.74, 3.49-5.60, 6.70-12.04, 12.64-15.02, 16.53-17.53, 18.53-21.39, 21.92-24.09]",What time ranges contain occurrences of the audio event 'human speech'?
2260,207147.mp3,Human Speech,"[0.86-16.56, 17.24-28.30]",Identify all time segments where sound type 'human speech' takes place.
2261,207182.mp3,Thunder,[0.00-19.96],What time ranges contain occurrences of the event 'thunder'?
2262,207217.mp3,Wind,[0.00-20.74],Identify every interval in which the audio event 'wind' takes place.
2263,207244.mp3,Wind,[0.00-20.83],Specify the time ranges in which the event 'wind' is detected.
2264,207259.mp3,Bird Chirp,[6.05-8.17],What are the time periods when sound type 'bird chirp' takes place?
2265,207259.mp3,Cowbell Ringing,"[24.76-25.07, 27.96-28.26]",Identify all time segments where sound type 'cowbell ringing' takes place.
2266,207259.mp3,Sheep_Goat Bleat,"[1.91-2.81, 6.29-8.22, 10.54-11.52, 18.47-21.69]",What time ranges correspond to occurrences of the sound 'sheep_goat bleat'?
2267,207259.mp3,Stream_River,[0.00-28.30],Identify all time segments where the event 'stream_river' takes place.
2268,20727.mp3,Beeping,[6.28-6.53],Give all intervals that contain the 'beeping' sound.
2269,20727.mp3,Button Press,[0.34-0.88],Identify all time segments where the audio event 'button press' takes place.
2270,20727.mp3,Fan,[0.82-28.98],In which ranges does the 'fan' sound occur?
2271,20727.mp3,Machine sounds,"[9.35-10.31, 12.73-13.23]",In which ranges does sound type 'machine sounds' occur?
2272,207327.mp3,Crying,"[6.10-9.14, 10.49-13.61, 27.53-28.66]",During which intervals can the event 'crying' be heard?
2273,207327.mp3,Laughter,"[0.00-4.53, 5.08-6.06, 6.70-7.12, 9.18-10.48, 13.64-14.60, 15.94-27.49]",Identify every interval in which sound type 'laughter' takes place.
2274,207620.mp3,Human Speech,[0.00-24.20],In which ranges does the 'human speech' sound occur?
2275,207623.mp3,Distant Sounds,[0.00-24.83],What time ranges contain occurrences of the audio event 'distant sounds'?
2276,207728.mp3,Clapping,[0.00-20.01],List all time intervals during which the audio event 'clapping' appears.
2277,207795.mp3,Atmospheric Sounds,[0.01-18.78],Identify the time periods containing occurrences of the audio event 'atmospheric sounds'.
2278,207795.mp3,Car driving by,[0.01-18.74],List all time periods where sound type 'car driving by' can be heard.
2279,207819.mp3,Grinding,[6.61-17.31],Provide the time segments in which the 'grinding' sound occurs.
2280,207819.mp3,Human Speech,"[10.68-12.39, 13.22-14.52]",Identify the time periods containing occurrences of the event 'human speech'.
2281,207819.mp3,Squeaking,[3.72-5.95],Show the time intervals in which the 'squeaking' sound is active.
2282,207819.mp3,Stream_River,[0.01-3.73],Identify every interval in which the event 'stream_river' takes place.
2283,207819.mp3,Thud,[4.55-4.94],In which time segments does the event 'thud' happen?
2284,20798.mp3,Human Speech,[0.10-2.30],In which time segments does sound type 'human speech' happen?
2285,20798.mp3,White noise,[0.05-25.74],Provide the time segments in which sound type 'white noise' occurs.
2286,208095.mp3,Elevator,"[0.64-3.04, 5.53-10.18, 10.90-15.76]",Identify all time segments where the audio event 'elevator' takes place.
2287,208095.mp3,White noise,[0.00-15.76],List all time intervals during which the audio event 'white noise' appears.
2288,208096.mp3,Electronic Beep,[0.00-18.66],Identify all time segments where the event 'electronic beep' takes place.
2289,208101.mp3,Footsteps,[0.00-11.20],What time ranges contain occurrences of the sound 'footsteps'?
2290,208101.mp3,Grinding,[11.29-17.13],Identify the time periods containing occurrences of sound type 'grinding'.
2291,208165.mp3,Monotone Sounds,[0.00-17.71],During which time periods is the event 'monotone sounds' audible?
2292,208165.mp3,Singing,[0.00-17.68],What time ranges correspond to occurrences of the 'singing' sound?
2293,208622.mp3,Grinding,[0.01-8.76],List all time intervals during which the audio event 'grinding' appears.
2294,208622.mp3,Human Speech,"[6.23-9.07, 9.70-12.57, 14.41-17.18]",Identify the time periods containing occurrences of the audio event 'human speech'.
2295,20865.mp3,Screaming,"[1.97-5.11, 5.91-8.68, 10.17-12.84, 14.46-17.23, 19.15-22.56, 25.13-27.90]",What time segments include the sound 'screaming'?
2296,208714.mp3,Siren,[1.15-5.68],Provide the time segments in which sound type 'siren' occurs.
2297,208765.mp3,Vehicle braking,[0.00-16.89],Provide the time segments in which the 'vehicle braking' sound occurs.
2298,208868.mp3,Alarm sound,[0.02-26.08],In which ranges does the 'alarm sound' sound occur?
2299,208987.mp3,Bird Chirp,[0.07-28.78],What time ranges correspond to occurrences of the 'bird chirp' sound?
2300,208993.mp3,Metallic Sounds,"[0.00-7.12, 11.49-14.52]",List every time segment where the audio event 'metallic sounds' is present.
2301,209148.mp3,Machine sounds,"[0.02-12.20, 24.72-27.90]",Provide the time segments in which the event 'machine sounds' occurs.
2302,209264.mp3,Human Speech,[0.00-23.64],In which ranges does the event 'human speech' occur?
2303,209264.mp3,Laughter,[20.26-21.56],What time ranges contain occurrences of sound type 'laughter'?
2304,209264.mp3,Metallic Sounds,[0.92-1.55],Provide the time segments in which the sound 'metallic sounds' occurs.
2305,209264.mp3,Shouting,[17.62-20.28],List every time segment where the sound 'shouting' is present.
2306,209264.mp3,Thud,"[9.36-17.64, 22.32-23.64]",What time ranges contain occurrences of sound type 'thud'?
2307,209333.mp3,Electronic Beep,[17.57-27.40],Identify all time segments where the audio event 'electronic beep' takes place.
2308,209333.mp3,Machine sounds,[0.00-17.57],Show the time intervals in which the sound 'machine sounds' is active.
2309,209353.mp3,Screaming,"[2.35-5.92, 15.07-18.42]",List every time segment where the event 'screaming' is present.
2310,209353.mp3,Shouting,[0.02-18.86],Specify the time ranges in which the event 'shouting' is detected.
2311,209609.mp3,Bird Chirp,[0.00-22.49],List every time segment where the 'bird chirp' sound is present.
2312,209609.mp3,Raining,[0.00-22.49],Identify all time segments where the 'raining' sound takes place.
2313,209962.mp3,Announcement,[11.13-14.26],During which intervals can the sound 'announcement' be heard?
2314,209962.mp3,Distant Sounds,[4.77-5.72],Provide the time segments in which the audio event 'distant sounds' occurs.
2315,209962.mp3,Footsteps,[5.46-12.36],What time ranges correspond to occurrences of the 'footsteps' sound?
2316,209962.mp3,Human Speech,[0.69-4.02],List all time intervals during which sound type 'human speech' appears.
2317,209962.mp3,Squeaking,[14.29-15.54],In which ranges does sound type 'squeaking' occur?
2318,209962.mp3,Train sound,[0.00-15.77],Give all intervals that contain the event 'train sound'.
2319,209971.mp3,Train sound,[0.03-16.78],What time ranges contain occurrences of the audio event 'train sound'?
2320,209971.mp3,Vehicle braking,[27.92-28.48],Identify every interval in which the sound 'vehicle braking' takes place.
2321,209971.mp3,Vehicle engine,[16.19-27.89],Identify the time periods containing occurrences of the audio event 'vehicle engine'.
2322,209990.mp3,Clapping,[0.00-13.37],What are the time periods when the sound 'clapping' takes place?
2323,209990.mp3,Human Speech,[13.43-19.88],What time intervals does the audio event 'human speech' occur in?
2324,210030.mp3,Human Speech,[0.06-20.85],Provide all time ranges where the sound 'human speech' is present.
2325,210034.mp3,Announcement,"[0.01-1.45, 1.97-11.44]",Give all intervals that contain the event 'announcement'.
2326,210034.mp3,Human Speech,[11.74-15.18],What time intervals does the sound 'human speech' occur in?
2327,210101.mp3,Bell Ringing,[0.00-16.45],Provide the time segments in which the audio event 'bell ringing' occurs.
2328,210197.mp3,Distant Sounds,"[0.59-3.76, 4.77-9.77, 10.66-11.12, 16.62-17.46, 19.01-20.68]",During which time periods is sound type 'distant sounds' audible?
2329,210197.mp3,Singing,[13.59-14.06],Show the time intervals in which the 'singing' sound is active.
2330,210434.mp3,Electronic Beep,[0.05-6.49],List all time periods where the event 'electronic beep' can be heard.
2331,210434.mp3,Human Speech,"[0.04-6.50, 7.92-15.29, 15.96-24.45]",What are the time periods when the event 'human speech' takes place?
2332,210434.mp3,Keyboard sounds,[16.03-24.15],List every time segment where the sound 'keyboard sounds' is present.
2333,210575.mp3,Drums,[0.00-16.94],What time ranges correspond to occurrences of the event 'drums'?
2334,210594.mp3,Human Speech,"[0.00-1.31, 1.83-4.84, 5.66-6.91, 7.66-9.30, 9.92-14.36, 14.87-19.59, 20.21-21.89, 22.66-27.83, 28.41-28.63]",What time intervals does sound type 'human speech' occur in?
2335,210715.mp3,Guitar Playing,[0.02-25.17],Identify all time segments where the audio event 'guitar playing' takes place.
2336,210716.mp3,Guitar Playing,[0.02-17.97],Identify the time periods containing occurrences of the event 'guitar playing'.
2337,211021.mp3,Laughter,[0.07-25.67],During which intervals can the 'laughter' sound be heard?
2338,211022.mp3,Human Speech,[11.99-15.13],List all time intervals during which the sound 'human speech' appears.
2339,211022.mp3,Laughter,[4.36-7.83],List all time intervals during which the event 'laughter' appears.
2340,211022.mp3,Screaming,"[0.07-3.55, 8.86-11.16]",Provide all time ranges where the 'screaming' sound is present.
2341,211144.mp3,Atmospheric Sounds,[0.09-19.52],In which time segments does the 'atmospheric sounds' sound happen?
2342,211144.mp3,Clapping,[0.01-19.52],What time intervals does the audio event 'clapping' occur in?
2343,211154.mp3,Bell Ringing,[0.00-25.89],Identify every interval in which the sound 'bell ringing' takes place.
2344,211508.mp3,Atmospheric Sounds,[0.00-27.69],Provide the time segments in which the 'atmospheric sounds' sound occurs.
2345,211508.mp3,Guitar Playing,[22.91-24.62],Provide all time ranges where the sound 'guitar playing' is present.
2346,211527.mp3,Crying,[0.00-29.27],What time ranges contain occurrences of the sound 'crying'?
2347,211529.mp3,Crying,[0.02-27.43],List all time intervals during which sound type 'crying' appears.
2348,211607.mp3,Dog Barking,"[0.00-0.31, 0.88-1.61, 2.15-3.74, 4.96-6.99, 9.48-22.61]",What are the time periods when sound type 'dog barking' takes place?
2349,211667.mp3,Distant Sounds,"[13.24-20.09, 20.64-23.02]",Identify all time segments where the audio event 'distant sounds' takes place.
2350,211667.mp3,Vehicle engine,"[0.97-13.29, 20.09-20.66]",In which time segments does the event 'vehicle engine' happen?
2351,211677.mp3,Hammer,[0.00-25.02],Identify every interval in which the 'hammer' sound takes place.
2352,211937.mp3,Bus sound,[14.67-16.74],What time intervals does the event 'bus sound' occur in?
2353,211937.mp3,Car driving by,[4.34-10.23],In which time segments does the sound 'car driving by' happen?
2354,211937.mp3,Traffic Noise,[0.00-18.90],List all time periods where sound type 'traffic noise' can be heard.
2355,211937.mp3,Vehicle braking,[11.10-14.67],List all time intervals during which sound type 'vehicle braking' appears.
2356,211938.mp3,Bird Chirp,"[2.25-2.64, 12.23-16.32, 22.45-23.17]",During which intervals can the audio event 'bird chirp' be heard?
2357,211938.mp3,Machine sounds,[0.05-23.17],List every time segment where the audio event 'machine sounds' is present.
2358,211938.mp3,Ringing,[1.26-2.25],What time segments include the event 'ringing'?
2359,212185.mp3,Metallic Sounds,[5.40-13.06],List all time intervals during which the audio event 'metallic sounds' appears.
2360,212185.mp3,Traffic Noise,"[0.00-5.92, 19.83-26.60]",List all time intervals during which the sound 'traffic noise' appears.
2361,212185.mp3,Vehicle braking,[22.73-23.73],In which ranges does the event 'vehicle braking' occur?
2362,212185.mp3,Vehicle engine,[5.31-19.83],What time ranges correspond to occurrences of the event 'vehicle engine'?
2363,212186.mp3,Footsteps,[14.59-16.16],List all time periods where the 'footsteps' sound can be heard.
2364,212186.mp3,Hissing,"[16.98-18.71, 25.93-28.48]",What time segments include sound type 'hissing'?
2365,212186.mp3,Siren,[0.00-28.42],Provide all time ranges where sound type 'siren' is present.
2366,212186.mp3,Vehicle Horn Honk,[2.61-3.75],Identify all time segments where the audio event 'vehicle horn honk' takes place.
2367,212186.mp3,Vehicle braking,[13.96-15.94],Provide the time segments in which the 'vehicle braking' sound occurs.
2368,212454.mp3,Dog Barking,"[0.05-7.07, 7.79-8.45, 9.11-12.77, 13.33-17.17, 17.74-17.91]",Provide all time ranges where the audio event 'dog barking' is present.
2369,212604.mp3,Water Dripping,[0.00-27.40],Provide all time ranges where the event 'water dripping' is present.
2370,212652.mp3,Footsteps,[0.06-24.95],What time ranges contain occurrences of sound type 'footsteps'?
2371,212773.mp3,Raining,[0.03-21.18],During which intervals can the 'raining' sound be heard?
